week	min_temp	max_temp	rainfall_in	humidity	acidity	sunlight_exposure	elevation	experience	size_of_farm	technique	pests	natural_disaster_occurance	disease	success
33	35	40	32.17	33.62	10.6	11.24	1985.1999117027	11	21.7	hand	moderate	false	true	true
45	1	13	32.54	65.37	9.18	10.37	1979.011556694	16	17.58	hand	low	true	false	false
37	0	18	34.17	48.91	11.36	14.1	10185.3043156434	12	20.49	machines	high	true	true	true
52	87	87	33.91	46.94	12.89	11.31	10036.97769458	4	14.41	hand	low	false	false	true
36	-13	-13	35.24	45.95	12.08	8.11	1198.2635823522	11	23.18	machines	high	false	true	true
35	96	98	40.41	45.32	11.34	14.46	267.7199610404	10	21.67	machines	moderate	false	true	true
48	12	26	30.88	62.19	7.5	9.98	234.4608977061	13	9.83	machines	low	true	false	true
47	98	102	46.16	59.8	5.11	8.87	4342.7215689066	7	13.61	machines	high	false	false	true
27	108	108	36.49	56.63	8.2	11.07	1099.8766854075	8	15.62	machines	moderate	false	false	true
42	21	25	37.12	55.05	12.08	10.32	1015.3375100019	12	26.35	machines	low	false	false	true
25	101	115	35.72	40.66	9.71	21.46	5831.8751007295	8	22.16	machines	high	false	true	false
13	94	112	49.32	67.84	9.49	17.03	373.3194699949	9	21.37	machines	low	true	false	false
8	104	110	37.37	50.42	6.44	16.6	6356.9266041472	11	19.26	machines	high	false	true	false
30	67	81	37.02	39.11	12.89	8.93	18844.5671842277	13	20.37	hand	low	true	true	true
1	-18	-12	46.03	39.46	8.24	9.29	8000.3963894002	9	26.58	machines	low	true	false	false
49	6	15	41.98	40.85	10.9	3.88	2721.0379682146	7	22.55	machines	high	false	true	false
22	97	115	46.23	61.05	10.39	7.61	2272.8035879951	11	13.96	hand	high	false	true	false
13	38	44	39.58	43.32	7.33	9.66	2691.6057570946	8	22.1	hand	moderate	false	true	false
31	22	42	40.15	55.31	7.33	11.9	5259.9432939386	20	17.84	hand	low	false	true	false
51	1	10	40.18	58.3	8.36	16.19	1396.0368111391	9	17.11	machines	moderate	false	false	false
14	90	91	39.33	62.08	10.92	17.31	13257.1706219865	9	19.86	hand	low	true	false	true
46	-6	5	32.27	76.8	11.35	3.43	3532.6402891262	12	27.8	hand	high	false	false	false
38	20	39	30.19	65.15	14.46	12.4	341.585734744	10	24.79	hand	moderate	true	true	true
39	97	98	32.17	79.66	9.5	18.76	3183.2459042212	8	27.95	hand	low	false	false	false
49	-13	-5	36.21	47.55	6.28	13.06	8410.1118002743	11	20.54	hand	low	true	false	false
50	14	19	40.04	68.94	10.83	11.18	8360.1627283411	12	16.59	machines	low	false	false	false
16	51	55	42.36	55.71	5.07	5.7	680.1180279215	15	20.14	hand	low	true	true	true
50	102	121	34.91	42.57	8.29	21.22	1229.8671277597	11	23.48	hand	low	true	false	false
42	-20	-11	39.62	26.7	12.87	17.81	2709.6883673092	14	25.4	hand	moderate	false	true	true
30	-19	0	32.88	58.03	13.23	9.5	3144.2346023199	9	27.34	hand	low	false	true	false
7	103	111	35.67	77.19	11.81	19.14	11472.4087318051	8	19.07	machines	moderate	false	false	true
30	110	115	29.68	27.3	10.37	11.64	2288.5037472873	10	22.68	machines	moderate	true	false	true
11	92	100	35.35	57.11	15.57	7.98	3709.7644574887	11	28.43	machines	moderate	true	false	true
50	41	49	28.7	55.84	9.13	4.17	5947.8544489944	9	20.47	machines	high	false	true	false
42	97	117	32.88	31.82	8.07	6.67	1861.8679916794	10	18.55	machines	moderate	true	true	false
51	21	22	30.01	46.12	9.73	7.91	9416.4541765917	13	16.81	machines	low	false	false	true
44	89	100	25.14	58.81	9.89	20.96	786.682111624	4	22.4	machines	moderate	false	true	true
6	45	50	35.89	61.27	11.18	10.95	3228.1507616802	13	23.32	hand	moderate	false	false	true
8	93	99	24.32	32.54	7.34	13.2	2260.9629347535	17	16.7	hand	low	false	true	true
25	64	69	39.57	52.05	11.94	10.93	4562.2177048794	7	11.72	machines	moderate	false	true	false
31	75	88	44.44	82.48	10.51	0.38	5484.3326797923	9	7.77	machines	high	true	false	false
14	36	52	38.36	41.33	7.41	14.16	2291.3580381823	8	20.31	machines	low	true	true	false
19	2	17	35.13	33.34	9.06	11.9	9561.5694157884	10	20.7	machines	high	false	true	false
36	16	33	39.75	48.76	10.6	13.03	569.0388532978	8	25.95	hand	moderate	true	false	false
4	-14	-11	32.79	40.07	8.14	11.62	468.555941671	10	24.52	machines	moderate	false	false	false
11	5	11	33.34	56.33	9.33	21.3	5826.5752563759	7	30.45	hand	moderate	true	true	false
2	75	83	35.7	47.9	9.14	9.79	10644.3740821305	5	28.31	machines	high	false	true	false
39	92	98	40.39	38.28	12.7	8.05	4299.5234412412	9	21.31	machines	low	false	false	true
18	92	103	34.77	24.8	9.18	5.5	10406.1199106976	14	12.83	hand	low	true	true	true
20	105	106	31.21	60.14	9.01	10.06	30419.9415490486	12	22.21	hand	low	true	true	false
16	71	76	33.5	46.77	13.47	14.61	750.6617947394	9	23.53	machines	low	false	true	true
51	22	38	36.93	61.03	9.1	9.67	214.3041920126	7	23.63	hand	high	true	false	true
9	35	51	34.79	49.16	9.8	6.71	1671.1306816653	10	19.54	hand	high	true	true	false
13	59	59	40.3	23.45	12.08	12.5	1757.6663799007	5	16.27	hand	high	true	false	true
43	-3	-1	43.24	12.23	9.51	6.58	20053.71729455	12	26.16	machines	high	true	false	true
41	71	81	40.85	53.96	9.47	9.19	975.960669075	11	29.48	machines	high	false	true	true
14	42	51	32.82	47.5	10.24	17.31	2231.1313962393	9	17.39	machines	low	false	true	false
4	52	68	39.89	61.61	10.25	19.94	3668.5694301012	14	27.66	machines	moderate	false	false	false
4	18	28	42.8	44.37	11.86	11.08	6051.3749802929	7	20.36	hand	high	true	true	false
43	11	20	48.13	65.31	10.14	19.58	933.1260377903	13	20.35	hand	low	true	false	true
45	95	106	36.54	54.97	8.01	10.66	6623.8875548153	14	20.54	machines	low	false	true	false
16	105	109	35.76	37.89	11.86	11.84	12787.2948912244	14	19.45	machines	high	true	false	false
13	51	60	42.23	40.26	5.93	10.82	8707.2767927965	9	16.84	hand	moderate	false	true	false
48	87	89	36.05	51.63	8.41	12.33	4779.588809948	13	26.61	hand	high	true	false	true
24	99	119	44.02	34.92	11.15	7.72	43.8692240883	10	15.6	machines	moderate	false	true	false
16	81	90	36.11	36.14	8.96	8.95	1606.4824303123	9	25.55	machines	moderate	false	false	false
42	4	11	35.61	58.0	10.13	20.44	396.1423983329	9	20.92	hand	moderate	false	true	true
2	55	60	41.47	49.81	9.93	18.0	2325.353157565	13	7.57	machines	high	false	true	true
24	109	127	31.06	52.47	11.37	10.83	439.4832170629	14	26.65	machines	moderate	true	false	true
24	101	107	24.33	48.29	12.26	14.58	2130.4993395346	10	14.85	machines	moderate	false	true	true
4	69	76	36.93	45.63	11.93	13.51	9987.3705911856	16	16.22	machines	high	true	false	true
37	16	20	39.72	57.47	12.01	17.15	16699.6597850786	10	10.03	hand	low	false	false	false
42	1	13	37.33	78.45	9.11	12.12	4179.2435249626	7	24.62	hand	high	true	true	true
4	29	39	36.1	50.49	8.82	10.84	221.4091398322	9	19.06	hand	moderate	false	true	true
33	0	1	38.25	43.5	8.77	10.41	1175.1388636085	7	15.04	machines	high	true	false	true
40	-15	-6	44.38	58.29	10.04	11.5	801.4205382684	17	22.08	machines	low	true	true	true
7	93	97	31.62	48.11	8.82	18.77	2066.2277492727	8	3.39	hand	low	true	true	true
17	66	79	40.13	52.01	9.07	9.2	4706.754430544	7	15.92	hand	low	true	false	false
6	-19	-3	41.55	52.45	7.76	11.36	2344.1854337975	10	15.55	machines	low	false	true	true
41	104	105	36.21	50.13	10.01	10.64	2851.800401667	8	13.51	machines	high	true	false	false
50	44	44	41.01	33.17	9.13	11.22	5595.2197602266	14	16.53	machines	low	false	true	false
22	103	106	35.93	43.83	11.25	13.69	8540.6091097774	11	21.3	hand	moderate	false	false	true
24	5	9	41.01	54.41	10.66	18.13	1393.3009293455	8	14.21	machines	low	false	false	true
38	90	91	35.33	24.38	12.53	12.18	1688.7257293418	10	17.7	hand	moderate	false	true	false
45	66	73	35.61	76.58	7.68	12.09	17908.0873844997	6	14.34	machines	high	true	false	true
31	54	69	41.7	44.05	10.56	15.38	2715.2232546354	5	26.16	machines	high	false	true	false
29	25	27	44.86	59.63	8.99	8.1	14565.689761309	12	20.89	machines	moderate	false	false	true
24	-14	1	38.91	48.19	11.61	12.49	13885.3880905091	13	13.87	machines	high	false	false	true
35	48	52	26.48	41.66	10.91	15.56	62.6116979975	12	12.82	machines	high	true	true	false
31	-13	6	49.73	102.27	11.45	14.7	22906.4396526416	7	24.32	machines	moderate	false	true	false
2	56	57	38.45	39.25	9.21	9.34	2954.3733737398	12	14.0	hand	moderate	true	true	true
17	76	77	37.48	53.13	9.61	15.23	392.6104337559	11	26.73	machines	moderate	true	false	false
12	32	46	34.44	34.77	10.24	8.96	894.1061163385	14	20.58	machines	low	false	false	true
43	17	18	34.35	56.36	10.04	14.45	1155.6927839924	18	22.44	hand	moderate	true	true	true
13	-14	-7	30.62	41.96	9.59	8.76	4244.6545350897	6	24.0	hand	low	false	true	true
13	-17	1	35.93	70.2	6.36	10.59	449.4751815442	9	22.49	hand	low	true	true	false
34	88	89	35.11	47.6	12.06	16.07	7329.4926205815	11	23.25	machines	moderate	false	true	false
47	106	110	30.13	34.35	14.2	8.71	422.9161163159	4	17.65	machines	low	false	true	true
26	-15	-1	36.11	62.02	12.01	7.27	229.0693588561	10	20.89	hand	low	false	true	false
28	104	113	32.31	66.72	11.39	7.6	4519.4585740138	9	22.98	machines	moderate	false	true	true
39	80	92	33.29	49.97	9.68	9.92	835.0447499624	9	19.29	hand	high	false	false	true
6	-1	-1	43.51	53.35	11.64	12.39	4040.9997174509	9	22.55	hand	low	false	true	false
42	100	115	38.09	52.11	9.14	15.27	56.8310254895	8	9.61	hand	high	true	true	false
13	72	88	34.12	68.11	11.31	-0.01	3517.2408482406	10	26.53	machines	moderate	true	true	true
12	64	83	38.48	26.52	10.45	13.79	3873.2571946826	7	20.06	machines	moderate	true	false	false
30	101	111	35.53	30.91	11.22	18.35	4948.387201531	12	20.69	hand	low	false	false	false
40	47	50	42.31	75.9	10.68	13.63	5532.4895154157	6	15.17	machines	low	true	true	true
6	4	15	32.86	36.34	14.17	9.82	8132.5293761469	8	20.53	machines	high	true	true	true
47	-19	-8	37.18	52.69	10.29	14.05	5252.6228613398	9	12.44	machines	high	true	false	false
21	96	115	42.77	38.12	7.03	5.36	4080.1472183553	9	21.54	hand	moderate	true	true	true
47	101	121	39.5	52.41	5.68	11.14	4086.9905394325	12	22.28	machines	moderate	true	true	true
26	66	70	36.36	46.94	11.3	15.71	8382.4967036946	15	22.46	hand	low	true	false	false
49	69	75	42.88	50.71	10.64	14.47	1969.7148096324	6	21.71	machines	high	true	true	true
37	64	69	39.74	35.76	9.62	10.44	1918.0660843494	11	18.45	machines	moderate	false	true	true
15	63	76	34.48	54.12	10.69	10.73	5597.9892843116	7	21.04	hand	low	false	false	true
24	72	85	37.58	72.39	11.7	17.3	1648.6776779209	7	22.36	machines	low	false	false	false
40	26	32	36.01	32.69	10.12	7.1	7096.8315145558	11	19.2	machines	moderate	true	true	true
17	19	31	39.8	47.89	10.05	17.25	1822.2514594713	12	18.91	machines	moderate	false	true	false
27	14	22	37.05	74.46	9.43	14.6	1358.0814082124	10	25.51	hand	high	true	true	false
33	109	128	39.35	62.45	9.83	10.56	10675.1041543006	12	23.38	hand	high	true	false	true
17	-19	-18	49.71	50.5	10.96	10.62	4859.5970849802	10	27.4	hand	moderate	true	false	false
10	-1	8	41.74	68.95	13.09	0.13	1890.4784491973	10	19.65	machines	high	true	true	true
48	14	24	45.57	70.62	10.13	12.67	7919.3456748963	11	21.64	machines	moderate	false	false	false
9	39	42	38.92	24.89	9.56	11.09	429.4317642232	11	26.27	hand	high	true	true	false
47	73	82	33.9	54.36	9.94	7.82	345.5825202769	8	13.58	hand	low	false	false	true
12	47	55	40.94	56.11	10.26	5.96	7560.1587926076	6	26.15	hand	low	true	false	false
8	110	121	29.84	41.6	9.52	15.48	2672.4366802361	10	26.51	machines	high	true	false	false
23	94	100	35.82	67.38	8.44	5.44	1889.2029217563	4	21.19	machines	moderate	false	true	false
1	1	20	39.03	44.48	11.41	9.3	2454.2763521494	11	25.25	hand	high	true	false	true
47	87	101	38.06	67.06	13.12	13.19	780.9793734634	12	18.39	hand	moderate	false	true	true
36	56	74	33.08	72.03	8.67	5.06	7515.7841049734	4	24.6	hand	low	false	false	true
7	56	56	33.75	67.83	11.0	15.96	738.7287146234	11	24.52	hand	moderate	false	true	false
31	-2	16	19.44	58.35	11.25	10.91	3858.1436589461	6	17.42	hand	high	false	false	false
48	14	27	35.46	60.59	9.0	9.8	5089.927325227	11	14.84	hand	high	false	true	false
13	54	57	35.54	24.63	10.92	15.27	2645.6112535439	12	24.86	hand	low	false	false	false
33	45	55	42.69	52.62	9.3	9.31	482.8813030595	7	22.02	machines	high	true	false	false
51	33	33	36.57	76.56	10.23	17.83	6.45405103	4	17.34	machines	low	false	false	true
14	70	75	39.26	25.56	11.84	12.54	3355.4113274156	6	21.77	hand	moderate	true	false	false
8	35	41	35.24	49.63	8.49	6.72	4840.2820691129	13	16.26	hand	moderate	true	false	false
3	14	17	36.98	44.2	9.02	10.64	9921.0569657103	7	20.27	hand	high	true	true	false
17	20	31	37.09	56.58	10.27	11.58	6865.3020837996	8	25.96	machines	moderate	true	true	true
14	42	50	40.6	46.64	11.55	16.71	1328.4583752481	6	17.22	hand	moderate	true	true	false
32	96	108	37.27	40.29	12.54	9.36	540.9531729492	12	30.49	machines	moderate	false	false	false
3	39	57	38.37	63.76	10.97	4.93	4595.688031665	12	9.13	machines	high	true	true	true
11	9	18	38.14	43.88	10.24	6.74	5780.3227226698	12	6.48	hand	low	false	true	true
20	29	45	40.24	51.62	11.02	13.4	5349.1539865083	11	10.96	hand	high	true	false	true
13	-3	8	39.4	41.95	7.55	14.83	530.6491102888	9	16.53	machines	high	false	false	false
6	-13	0	37.68	60.09	11.39	11.98	1352.0713562796	8	30.88	machines	moderate	false	false	true
10	26	37	36.49	64.77	6.0	10.78	1485.4528899008	11	17.58	machines	high	false	false	false
28	-18	-15	29.58	51.95	12.51	9.64	1728.5888743228	8	24.24	machines	low	false	true	true
18	-13	5	24.27	65.24	10.4	13.39	1626.1754287515	8	24.25	machines	moderate	false	true	false
8	-18	-5	39.94	71.13	4.06	12.96	2465.4345052456	5	30.48	machines	low	false	true	true
28	22	31	31.96	54.73	8.49	8.67	1949.2633267526	18	18.27	hand	low	true	true	true
44	93	105	43.43	66.89	9.01	12.07	1892.9218337148	18	20.39	hand	low	false	true	true
50	79	92	33.26	49.79	12.61	8.42	680.4758710773	9	21.44	machines	high	true	true	false
49	91	109	23.57	40.38	9.19	11.72	3538.7834361766	8	28.09	hand	low	true	true	false
29	100	120	42.92	48.93	9.25	16.4	7212.8342329409	10	27.76	hand	low	true	true	false
12	24	36	35.5	60.05	7.0	12.0	1099.2809322059	11	21.8	machines	moderate	true	true	true
44	-8	-4	41.23	50.09	10.71	9.55	7031.0425128367	12	12.29	hand	high	true	false	true
47	-3	3	41.46	62.98	12.28	5.99	1522.319493839	9	14.7	hand	moderate	true	false	false
29	34	49	28.89	56.59	10.95	17.08	81.4783902522	11	7.16	machines	moderate	true	false	false
8	69	74	29.11	37.53	9.87	11.28	3017.8172935026	13	26.31	machines	high	true	true	true
25	-2	2	35.47	51.96	9.3	14.57	1326.6573108881	6	22.27	machines	low	false	false	false
47	26	39	48.24	38.75	7.22	15.13	5605.5149212789	8	20.15	machines	high	false	false	true
22	3	5	25.59	38.46	10.35	17.55	616.3722241143	6	22.93	hand	high	false	true	true
32	27	45	37.12	47.93	12.53	12.58	42.4425622702	5	19.74	machines	high	false	false	true
35	-15	-4	36.79	27.62	12.01	10.92	3958.1276882373	7	25.39	hand	low	true	true	true
24	84	86	35.57	46.8	10.53	9.26	11416.9773593596	11	31.78	machines	high	true	false	true
24	100	100	42.85	61.04	10.35	17.07	5793.3566904059	14	11.49	machines	high	false	false	false
34	108	127	38.16	52.97	11.3	14.86	5391.7680119063	7	20.51	hand	low	false	true	false
10	31	38	28.81	49.78	10.78	12.5	1418.8900427883	8	21.21	hand	low	true	true	true
34	93	108	47.21	56.95	6.25	3.3	408.6580183626	10	19.13	machines	high	true	true	true
42	18	27	42.29	60.17	8.87	7.22	6371.1514348125	13	24.41	machines	high	true	false	true
13	-9	11	37.82	20.34	11.34	9.18	3776.3689589704	12	19.52	machines	high	true	false	false
5	41	41	47.54	48.69	13.25	8.77	3684.7446519492	6	16.59	machines	high	false	true	false
47	73	91	26.01	61.87	9.14	13.99	595.0651337457	12	22.68	hand	high	false	false	false
22	71	84	42.31	71.04	11.9	17.62	13.1163154822	8	22.05	machines	moderate	false	true	true
32	98	100	35.43	52.61	10.0	17.56	487.8062180147	12	21.77	machines	low	true	false	true
37	73	74	32.12	54.28	10.98	17.32	3592.4456014509	10	25.94	hand	moderate	false	true	true
17	86	100	41.15	36.63	8.78	10.82	3401.0914900479	7	24.71	hand	moderate	true	false	true
33	44	50	30.97	47.54	11.82	9.65	11746.8786709024	6	13.94	machines	high	true	false	false
13	7	14	39.39	52.2	12.81	8.27	8286.0208571904	9	22.85	machines	low	true	true	true
26	110	118	31.67	72.91	9.72	14.29	950.1023049914	9	21.94	machines	low	false	true	false
31	99	106	39.51	54.79	6.13	9.25	15146.9762072252	9	15.13	machines	moderate	false	true	false
23	-3	1	36.99	57.45	11.59	15.99	11867.4156546913	8	14.49	machines	moderate	false	true	false
23	3	4	37.8	35.06	8.74	14.67	3239.1700389651	6	18.56	machines	low	false	false	false
44	2	21	33.76	59.82	9.94	15.23	3645.1134990347	10	18.27	hand	moderate	false	true	false
9	89	102	45.91	13.05	8.0	11.45	6622.8746144092	6	23.76	machines	low	false	false	false
45	106	109	38.79	36.03	12.43	15.32	14194.8847856697	7	24.87	machines	low	true	false	true
26	2	13	43.3	53.97	11.58	13.8	2478.4419090815	13	19.41	machines	high	false	true	false
2	101	107	38.45	49.71	9.36	0.85	3985.0662346065	11	17.62	hand	high	true	false	true
5	3	8	41.42	56.85	11.22	12.41	343.182768717	9	16.12	hand	low	false	false	false
10	-15	3	41.96	62.58	9.54	15.93	3127.8239515353	13	19.89	hand	high	false	false	true
7	25	41	42.9	35.6	10.36	13.6	2340.9824301468	12	33.85	hand	moderate	false	true	true
3	84	85	28.42	46.26	8.09	6.79	2994.1807389358	4	19.2	machines	low	true	true	false
37	71	82	37.09	16.74	10.57	17.1	3677.6803440508	12	20.58	hand	low	false	false	false
18	62	74	45.05	57.58	10.84	10.07	6327.9338697845	5	10.86	hand	low	false	false	false
18	93	113	37.73	40.4	8.71	11.93	6304.513263468	9	19.54	machines	low	false	false	true
20	84	85	49.5	35.97	9.77	9.1	3878.7965330037	12	12.35	hand	high	true	false	false
22	29	43	41.9	29.04	7.19	14.73	9799.6649603639	13	19.34	hand	moderate	true	false	true
7	13	31	34.4	40.42	13.02	11.51	1827.2634764642	8	27.34	machines	high	true	true	false
45	39	54	38.43	41.15	11.73	16.59	2370.9416849429	9	13.53	hand	moderate	false	true	false
33	100	118	40.7	30.33	11.72	2.73	1572.3501453044	9	25.95	hand	high	false	true	true
29	52	68	28.2	80.28	8.25	12.06	991.9143306407	6	24.6	machines	high	false	true	false
44	80	81	29.81	34.09	6.19	14.97	3774.5844605353	9	18.62	machines	low	false	false	false
1	83	100	39.09	62.69	8.48	10.63	2618.7414135007	7	20.95	hand	low	false	true	true
35	17	31	33.43	35.76	9.7	12.22	13331.2659539193	11	23.51	hand	low	true	true	false
48	2	8	37.53	49.86	12.11	15.26	12574.2741056582	17	20.97	hand	low	true	true	false
7	10	23	36.87	73.17	9.07	15.98	1083.0685184232	10	23.85	machines	moderate	false	true	true
30	97	117	40.43	56.24	11.02	8.86	308.8874169572	6	20.56	hand	moderate	true	true	true
36	48	49	36.08	41.98	9.85	12.9	17.1327608791	16	21.37	hand	low	false	true	false
37	95	99	32.43	67.51	9.53	6.41	1188.5619250502	12	15.39	hand	low	true	true	true
39	43	54	33.41	49.96	6.98	11.82	2851.8902344748	13	13.42	machines	moderate	true	true	true
23	89	95	43.05	49.63	8.63	14.67	360.026880489	10	19.71	machines	low	true	false	false
35	73	79	31.2	45.26	7.82	8.84	7321.2281001867	11	20.59	machines	high	false	true	false
36	33	33	43.9	61.4	12.07	14.26	1677.7374965388	9	17.43	hand	moderate	false	true	false
6	-7	-3	31.46	55.09	8.9	7.95	2377.0173863283	8	18.01	hand	high	false	false	true
6	-19	-7	39.35	49.59	10.5	12.9	6606.7651045766	10	19.88	machines	high	false	true	false
29	49	50	27.96	50.86	9.81	14.64	4695.1814257497	8	20.26	hand	low	true	true	false
39	99	114	40.88	48.62	9.85	17.26	7447.3252091121	7	13.7	hand	moderate	true	true	false
27	-17	-2	39.02	53.11	8.14	10.85	13395.3278313631	5	29.24	machines	moderate	false	false	false
13	50	58	33.32	54.84	10.6	9.22	2718.9080858521	14	18.46	hand	low	true	true	false
28	85	102	43.74	61.2	7.23	7.1	364.6878874384	9	26.54	machines	high	false	true	false
27	1	6	37.0	54.55	10.68	14.99	2427.4454724101	11	24.12	hand	low	false	false	true
22	92	96	33.2	31.54	12.75	10.58	5616.6168228522	10	19.04	machines	moderate	false	false	false
38	39	45	38.82	31.0	8.33	8.12	25.8624560219	2	20.68	hand	moderate	true	true	true
44	40	60	39.02	61.38	8.19	13.81	3756.1610055408	12	23.73	hand	high	false	true	false
1	88	96	46.13	62.74	9.26	11.35	266.8894896132	7	18.46	machines	moderate	false	false	true
26	-11	8	40.29	65.15	12.33	8.85	3986.749756265	10	27.13	machines	high	true	false	false
4	0	19	36.35	58.06	8.73	12.71	3755.3653968892	8	34.62	machines	high	false	true	true
5	24	41	38.14	35.63	10.7	11.42	6904.3556348787	15	17.86	hand	low	true	false	false
49	-17	-17	39.85	19.34	10.55	9.13	1984.0499532589	14	28.59	hand	high	false	true	true
13	-4	2	41.23	62.86	10.5	12.44	1051.3665947129	14	24.66	hand	moderate	true	false	false
51	6	21	43.26	57.5	12.88	4.41	339.8035681663	5	21.94	machines	moderate	true	true	false
17	84	93	37.01	50.89	8.69	10.28	1467.0957469118	9	21.93	machines	low	true	true	false
36	12	32	32.46	48.29	8.69	14.71	2537.8996732315	6	16.19	machines	high	true	false	true
32	93	100	40.8	72.83	8.79	12.51	1177.7087002236	15	13.48	hand	high	true	true	true
13	9	10	39.0	44.62	6.52	11.44	34.0157037544	9	17.0	machines	low	false	true	true
38	-14	-11	37.38	57.93	11.99	11.3	2322.5621335509	12	17.13	hand	moderate	true	true	true
41	32	36	38.71	57.7	8.27	5.17	1136.0859696336	18	21.52	machines	high	false	true	false
15	91	104	36.0	39.48	9.82	19.39	1011.8273268423	8	16.48	machines	moderate	true	false	true
48	-9	8	39.05	5.85	9.98	11.85	7175.1316636682	9	19.52	machines	low	true	true	true
22	24	32	39.79	63.2	11.35	7.15	38275.9385000789	16	21.42	hand	moderate	false	false	true
5	85	105	31.71	49.25	10.87	8.0	2795.6760528239	8	14.53	machines	moderate	false	true	true
26	19	39	41.68	55.04	10.31	18.08	1261.7381086353	8	23.75	machines	low	true	false	false
42	73	76	30.59	28.44	12.75	12.4	2535.6674767315	6	27.52	hand	low	true	true	false
38	101	116	40.47	53.55	9.83	8.81	1955.0279445395	11	20.0	machines	moderate	true	true	false
32	41	42	39.64	53.12	7.79	8.05	413.0829921782	5	21.15	hand	moderate	true	false	true
45	-7	2	36.23	52.24	11.05	11.27	1165.2614908019	8	27.76	hand	moderate	false	false	false
22	70	87	32.82	34.55	9.67	11.21	5754.067069461	12	16.71	machines	low	true	false	false
48	-20	-16	33.89	61.96	12.52	5.53	2204.8745425583	5	26.46	machines	high	false	false	true
52	75	89	38.21	16.39	10.12	13.05	550.0101088823	11	19.53	machines	high	false	false	false
29	31	47	38.4	31.12	10.35	14.88	8345.094646223	7	13.1	machines	moderate	false	false	false
46	109	109	31.47	63.6	9.82	11.87	816.4534628878	10	16.91	machines	low	true	true	false
50	11	26	46.28	57.03	11.44	12.04	2171.1331580779	12	34.14	machines	moderate	false	false	false
31	71	89	37.49	43.46	10.13	11.8	6938.5704713324	4	20.0	machines	low	true	true	false
42	98	116	41.19	52.0	10.45	10.78	8707.5934308552	7	18.71	machines	low	false	false	true
44	37	40	36.58	36.32	11.95	15.13	146.4034799129	11	18.33	hand	low	true	true	true
36	43	59	38.93	37.04	8.57	14.19	238.6392600137	17	27.84	machines	moderate	true	false	true
46	47	60	33.56	54.04	9.97	18.14	488.3895918681	7	18.44	hand	low	false	true	false
52	100	118	35.63	-0.99	10.58	20.5	8481.9348589899	10	21.0	hand	high	true	true	true
29	96	109	40.93	58.87	9.66	21.77	1929.6617967036	10	14.37	hand	high	false	true	false
18	8	28	46.03	41.96	7.86	8.05	10953.9152439337	7	21.53	machines	high	false	false	true
37	-2	1	36.87	54.54	7.58	11.71	16099.73122799	6	23.77	hand	low	false	false	true
37	61	69	32.87	61.16	11.81	14.74	3217.8244478021	13	16.05	machines	high	false	false	true
1	70	81	45.0	60.87	9.82	10.04	11465.6634245241	9	26.56	machines	moderate	false	false	true
27	30	46	36.45	52.22	8.7	13.64	3957.8559114559	16	12.89	hand	low	false	true	false
36	108	114	32.07	56.04	11.25	18.68	5039.0522285683	13	29.95	machines	high	false	true	true
32	80	80	38.78	42.83	8.35	4.37	3508.1975569697	10	21.94	machines	low	true	true	true
29	11	22	49.39	48.25	9.47	11.94	8405.1932403495	9	24.04	machines	moderate	true	true	false
42	-6	11	29.42	46.38	11.04	5.11	4575.9471995333	8	24.4	machines	high	false	true	true
16	93	102	46.27	45.96	10.88	12.4	6984.2176702514	5	15.92	hand	low	true	false	true
41	81	93	44.64	38.7	10.56	11.06	479.8127905684	9	21.54	machines	high	false	true	false
41	62	62	40.49	62.81	11.11	9.9	2682.0714357116	11	26.21	hand	low	false	true	false
34	29	37	37.72	32.51	8.73	7.06	250.0528009392	9	24.97	machines	low	false	true	true
38	75	86	33.05	26.45	11.11	7.36	22770.2156436632	9	17.81	machines	moderate	false	false	true
25	62	74	34.61	44.51	12.53	10.89	4933.3718093975	10	19.79	machines	moderate	false	true	false
38	89	97	35.29	61.4	13.12	7.5	406.737899732	14	11.14	machines	moderate	true	true	true
8	93	111	32.92	37.54	9.02	4.54	117.5066467365	11	16.95	machines	low	true	false	true
11	81	99	51.15	49.42	6.77	12.52	349.2724156651	12	24.49	hand	high	true	false	true
23	-11	-9	41.94	33.82	10.92	12.14	3127.8149216313	11	21.0	hand	moderate	false	false	false
27	43	43	29.07	57.42	6.54	15.41	2099.2995791576	9	17.59	hand	moderate	true	true	false
4	9	15	41.9	57.58	10.32	12.87	483.3539340585	10	25.82	machines	moderate	true	false	true
23	64	68	39.44	58.99	9.3	10.09	9057.0547981137	12	27.23	machines	moderate	false	true	false
23	50	56	49.41	75.14	5.4	8.81	1089.5748515816	7	24.07	hand	moderate	true	false	true
39	70	80	41.57	68.37	14.07	5.94	6441.4111003543	14	16.48	hand	low	true	true	false
7	-3	3	35.35	28.51	11.87	7.44	2249.3913382873	11	12.37	machines	high	true	false	false
30	2	6	28.34	48.38	9.0	17.57	3174.7182186562	7	27.38	hand	low	false	true	false
29	64	71	45.76	16.59	10.09	8.53	4215.4852234282	7	22.26	hand	high	true	true	true
13	91	107	49.69	64.77	10.8	13.62	6076.9262847141	9	16.53	machines	moderate	false	false	true
15	25	36	33.88	59.89	9.66	10.78	1332.6966568695	10	23.25	hand	moderate	true	true	false
50	57	59	31.33	48.22	11.95	15.47	2153.7853019745	8	15.0	hand	high	true	true	true
